,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
347,"If I see another king, I think I shall bite him.-*PROPNAME*.",1,0,0,0,1
348,"Rule of the Great:    When people you greatly admire appear to be thinking deep thoughts, they are probably thinking about lunch.",1,0,0,0,1
349,"""We rule by consensus."" ""What if the Americans object?"" ""We don't operate.""",1,0,0,0,1
350,"""Libertarianism is just anarchism for rich people.""",1,0,0,0,1
351,Progress is made by lazy men looking for easier ways to do things.-Heinlein,1,0,0,0,1
352,"""No one lets charms in the vehicle in the entire United States Marine Corps.""",1,0,0,0,1
353,R.I.P. *PROPNAME*.,1,0,0,0,1
354,"I didn't know this, but *PROPNAME* is apparently a Hebrew name that means ""The Lord Remembers,"" which is basically incredible.",1,0,0,0,1
355,LET'S GO LIONS,1,0,0,0,1
356,"*PROPNAME* was ejected from the New York State Senate, which is good, because he slashed his girlfriend with a knife.",1,0,0,0,1
357,"Good work, Golden Globes.",1,0,0,0,1
358,It's the prophet versus them profits all the time.,1,0,0,0,1
359,Four day camping trip!!! Holy Crap! this is going to be fun...,0,1,0,1,0
360,How do i change my name??,0,1,0,1,0
361,things just got really complicated,0,1,0,1,0
362,Im back and sunburned bad... ill just have to live with it i guess.,0,1,0,1,0
363,bored to tears... well not literally but... im still bored!,0,1,0,1,0
364,Whats on MY mind........ well hopefully the top of my head.....,0,1,0,1,0
365,happy fourth everyone,0,1,0,1,0
366,is still doing nothing all summer,0,1,0,1,0
367,The first day of school was SSLOOOOOWW...... hopefuly it will get better as the year gos on,0,1,0,1,0
368,FOOTBALL!!!!! first scrimmage today! its gonna be awesome!!!,0,1,0,1,0
369,I think its fun to run circles around someone while they are running and even better if the get tired first!,0,1,0,1,0
370,I think its fun to run circles around someone while they are running... and its even better if they get tired first!,0,1,0,1,0
371,What can one do when one is bored?,0,1,0,1,0
372,Can't wait for fair bowl!,0,1,0,1,0
373,We won 35 to 34! Close but still a win!!!,0,1,0,1,0
374,Haha! You can't say im a bored person all the time..... i had a great weekend!,0,1,0,1,0
375,Im so boreded again.......,0,1,0,1,0
376,having fun at school....... hmmm....... nvm,0,1,0,1,0
377,its snowing this morning........                  is that supposed to happen??,0,1,0,1,0
378,Can't wait for friday! (football game),0,1,0,1,0
379,liked the greenhand conference and enjoyed watching volleyball woop butt today.....,0,1,0,1,0
380,Im so bored!!!,0,1,0,1,0
381,is awesomely cool!!!,0,1,0,1,0
382,Homecoming was awesome! i loved getting that tackle!! i wanna play again.....,0,1,0,1,0
383,im so bored today..... im always bored... i dont know why... hmmm,0,1,0,1,0
384,How do I change my FACEBOOK user name,0,1,0,1,0
385,Cant wait for Friday!,0,1,0,1,0
386,there were some scary people today... *whispers (opposite sex day)*,0,1,0,1,0
387,What a great life i have... first my nose... now my fricken hand!,0,1,0,1,0
388,UGH! another game lost..... We need to work as a team!,0,1,0,1,0
389,Basketball is fun but we've lost two games and won two,0,1,0,1,0
390,lost another game... but Dang!! was it close,0,1,0,1,0
391,new status time... now what should i put... oh well,0,1,0,1,0
392,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.,0,1,0,1,0
393,AH! i hate being sick..... now i have to go to school tomorrow..... (hate that to),0,1,0,1,0
394,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.,0,1,0,1,0
395,Dragons ignored human names when they didnt't like the bearer.,0,1,0,1,0
396,"fie! Time, Inc. has blocked gchat... does this mean I have to be productive now?",1,1,1,0,1
397,is in search of the perfect margarita... :),1,1,1,0,1
398,"I was sitting at LaGuardia, wondering why my flight was delayed, and then I saw on the TV that there had been a bomb threat and evacuation earlier today... lucky meeee",1,1,1,0,1
399,do i have to take out my nose ring and join the corporate world?,1,1,1,0,1
400,"just spent the last hour looking at photos from junior abroad in london, and is dying to go back",1,1,1,0,1
401,hmmm i better not fail my pass//fail...,1,1,1,0,1
402,is struggling :( :( :( :( :(,1,1,1,0,1
403,"ewww 33"" of snow... apparently the most at one time since 1969!",1,1,1,0,1
404,LAW SCHOOL IS TOO HARD!,1,1,1,0,1
405,"thanks everyone, but i decided to get younger this year... :)",1,1,1,0,1
406,is at work! >.<,1,0,1,0,1
407,hopes that transformers isn't sold out!,1,0,1,0,1
408,is going to the mellow mushroom after work at 8.,1,0,1,0,1
409,must be insane for starting a twitter account,1,0,1,0,1
410,Hates *PROPNAME* for starting her on this damn farm town app.  You all must stert playing now and give me gifts! And mafia wars too. FML I'm a loser.,1,0,1,0,1
411,la la la la!,1,0,1,0,1
412,"Hello, to high and dry.",1,0,1,0,1
413,is in the Bluff!,1,0,1,0,1
414,loves the gorilla face!,1,0,1,0,1
415,"This is my face Covered in freckles With the occasional spot and some veins This is my body Covered in skin And not all of it you can see And, this, is my mind It goes over and over The same old lines And, this, is my brain It's torturous analytical thoug",1,0,1,0,1
416,*PROPNAME* comes back tonight!!! YAAAAAYYYY!!!!!!,1,0,1,0,1
417,is ready for school to start back... summer sucks when you aren't actually on vacation,1,0,1,0,1
418,realizes that she has friends on Facebook that she doesn't remember how she met... is that wrong? Discuss:,1,0,1,0,1
419,"is reading Master and Fool, the convoluted finally to The Book of Words trillogy, in between playing stupid facebook apps... Such a Nerd. >.<",1,0,1,0,1
420,"is creating a LinkedIn account, as if she didn't already have too many networking accounts to keep track of!",1,0,1,0,1
421,"I, I'm thinking it's a sign That the freckles in our eyes Are mirror images, and when we kiss They're perfectly aligned And I have to speculate That God himself did make Us into corresponding shapes Like puzzle pieces from the clay",1,0,1,0,1
422,is at work... yay.,1,0,1,0,1
423,"thinks she will keep this as her profile pic until those tan lines fade, if that ever happens.",1,0,1,0,1
424,is stressed... but has great tickets for the game! row 1 baby! Woot!,1,0,1,0,1
425,"got a jersy from *PROPNAME*, a clean car from her mother, and a free portfolio from her sister! Not too shabby for the unexciting 22nd birthday. :D Thank you everyone!",1,0,1,0,1
426,dealing with crazy people all day... A&A ppl: don't forget the lecture tonight! Not sure what it is about though... :P,1,0,1,0,1
427,>.<,1,0,1,0,1
428,absolutely hates AutoCAD.  Why am I still in architecture?,1,0,1,0,1
429,Come on UT: We need a touchdown!,1,0,1,0,1
430,is blah blah blah....but... TGIF!!! Happy weekend everyone!!!,1,0,1,0,1
431,GODDAMNIT!!!! FUCK YOU LINCOLN!!! Kick HIGHER! And the guy took off his helmit! We should have had a re-kick! What BS is this? AAAARRRRG!!!!!!,1,0,1,0,1
432,"I just realized that the song ""All I wanna do is make love to you"" by Heart is about a woman picking up a stranger and seducing him in order to get a child... Wha?",1,0,1,0,1
433,GAAAARRRG!!!,1,0,1,0,1
434,would like to bash her head against a concrete wall.,1,0,1,0,1
435,will be in knoxville for break. >.<',1,0,1,0,1
436,a;lkdhoarjenfpreoijn,1,0,1,0,1
437,will post some Halloween pictures... eventually.,1,0,1,0,1
438,has come to the realization that I hate Architecture. Hate it. Integrations is the worst experience ever. I'll be happy passing with a C.,1,0,1,0,1
439,hopes to have her drawings finished in exactly one week from now... let's see how THAT works out...,1,0,1,0,1
440,...?,1,0,1,0,1
441,is inactive.,1,0,1,0,1
442,"is upset.  *PROPNAME* ditched our appointment I made, after I waited in the office for about an hour, and now I'll probably never get to talk to her.  I wish she'd actually do her job in stead of taking 5 hour lunch breaks then leaving early.... Bitch.",1,0,1,0,1
443,is hungry.,1,0,1,0,1
444,needs to suck it up.,1,0,1,0,1
445,"Due to a lack of anyone being interested in my life updates, I will write here and delude myself that someone wiill read it later and actually care...  Got a new phone yesterday: a Palm treo.  Had to pay $30 a mo extra to use it, but now I'll be able to use the interwebz while in White Bluff.  30 dollars is a fair price to put on cabin fever prevention. Maybe I should Tweet this too. :P",1,0,1,0,1
446,*PROPNAME* made it up to me today... after I waited for her for a half hour past our appointment time. Sheesh. But *PROPNAME* was awesome enough to let me have some hot chocolate :),1,0,1,0,1
447,is in Knoxilla for a few days. Trying to get this Germany thing settled. Still. Garg!,1,0,1,0,1
448,just got skype. name: ljacocke,1,0,1,0,1
449,On her way to NOLA!,1,1,1,1,1
450,Studying is cramping my style...,1,1,1,1,1
451,Everyone should listen to Funhouse...best record I've heard in a long time!,1,1,1,1,1
452,Wishing the lovely *PROPNAME* a Happy Birthday!,1,1,1,1,1
453,Will be working for OCB two months from now! I cannot wait!,1,1,1,1,1
454,Cannot believe the court is allowing the press to publish photos of MJ's kids....,1,1,1,1,1
455,moving back to NOLA on the first...so little time,1,1,1,1,1
456,Wishing all of her friend the best of luck on the Louisian Bar Exam!,1,1,1,1,1
457,The Law Graduates Prayer: God...if it's not too much to ask... May I pass the bar?,1,1,1,1,1
458,"Excited to see *PROPNAME* and *PROPNAME* tonight, run *PROPNAME*, and see the weight fall off my butt!",1,1,1,1,1
459,At Rue,1,1,1,1,1
460,Counting down the days till NOLA!,1,1,1,1,1
461,Had an awesome fourth of July,1,1,1,1,1
462,"5 days, until I leave Waco FOREVER!!!!!!!!!!!!!!!",1,1,1,1,1
463,Finally going to get the car washed tomorrow!,1,1,1,1,1
464,Scared of PC III and the bar...,1,1,1,1,1
465,hopin and prayin,1,1,1,1,1
466,Cannot believe it is Wednesday already!,1,1,1,1,1
467,Never getting gas before work again...,1,1,1,1,1
468,Hoping to get out of her driveway.,1,1,1,1,1
469,Cannot wait to see *PROPNAME* today!,1,1,1,1,1
470,It's a hershey's day,1,1,1,1,1
471,WHO 'DAT!,1,1,1,1,1
472,Takes home more from her monthly salary then she realized!,1,1,1,1,1
473,GE = finally recovering...thank you jesus!,1,1,1,1,1
474,working,1,1,1,1,1
475,Gettin ready for tommorrow!,1,1,1,1,1
476,"Getting her Bar application together...yes, it's that time of year again!",1,1,1,1,1
477,"is going on a deposition, my first real one with OCB!",1,1,1,1,1
478,"Most disgusting statistic I've ever heard: AVG NYC Model = 5'10, 110lbs....",1,1,1,1,1
479,Stuyding for the MPRE!,1,1,1,1,1
480,is a busy bee,1,1,1,1,1
481,Had a great time seeing everyone at OCB today!,1,1,1,1,1
482,Excited to see that every stock in her portfolio outperformed market expectations!,1,1,1,1,1
483,Torture= watching *PROPNAME* and *PROPNAME* stock the pantry 15 minutes after I decide to get serious about this diet...,1,1,1,1,1
484,"icky feeling = gone. Back to prancing through the office with a smile, and my usual excessive energy//need for adventure!",1,1,1,1,1
485,a very happy girl!,1,1,1,1,1
486,Rain is ruining my plans...,1,1,1,1,1
487,best boss's lunch ever!,1,1,1,1,1
488,phone = dead; chat with me here,1,1,1,1,1
489,Apparently applied to law school at Depaul today...at least that's what they tell me...,1,1,1,1,1
490,Only 9 more pounds... why won't they go away?,1,1,1,1,1
491,"In our personal and professional lives, we are constantly hit with one adversity after the other, most of which we have no control over. But the four things we have total control over is how we react, how we adapt, how we breathe and how we take action.",1,1,1,1,1
492,The only people who are more entertaining then rappers are wannabe rappers. (See *PROPNAME*),1,1,1,1,1
493,***Attention-Houston area ANIMAL LOVERS! Montgomery County Animal Shelter is closing tomorrow. You can adopt for free tomorrow between 12-4. They will be euthanizing all animals without a home!!! Go & save a life!! 30 cats and 80 dogs left. Please re-post.***,1,1,1,1,1
494,"Is looking to join junior league of New Orleans, anybody know who to contact?",1,1,1,1,1
495,"Thanking everyone for all the birthday love. Now, how 'bout them saints!? I am in need of a place//people to watch with tonight... any takers?",1,1,1,1,1
496,"Exact words when renewing DL: Me: Oh no, you can't take my license, It's my 25th b-day. How am I going to get into the bar? DMV: We gonna give you a new one over there Me: But, it won't have my picture and stuff on it.  Dmv:  Hold up, we can take a picture of your picture and put it on a license i think. (yelling at co-worker to see if this can be done) Yup! Me: So, I can go to the bar?! Dmv: (sigh) Yeah girl!",1,1,1,1,1
497,"is believing the best in others, because the Dove candy wrapper says so, betch!",1,1,1,1,1
498,Anyone know a good place for me to kennel my dog for thanksgiving// willing to dogsit?,1,1,1,1,1
499,"Congratulations to all of my friends, especially *PROPNAME*, who passed the Lousiana bar, and for those of you who didn't, I'll be taking Barbri this february...so we can study together like old times!",1,1,1,1,1
500,Thanksgiving!,1,1,1,1,1
501,Rather enjoying her last day as a 24 year old,1,1,1,1,1
502,Enjoying this beautiful Sunday in Audubon park!,1,1,1,1,1
503,Swearing in!,1,1,1,1,1
504,"Studying for the bar, please pray for me",1,1,1,1,1
505,bar...,1,1,1,1,1
506,Cheese fries!,1,1,1,1,1
507,Happy Thanksgiving!,1,1,1,1,1
508,Getting ready for NYC,1,1,1,1,1
509,Happy New Year!,1,1,1,1,1
510,"Studying for the bar, less then 1 month!",1,1,1,1,1
511,Must find time to go XMAS Shopping...ahhh!,1,1,1,1,1
512,white,1,1,1,1,1
513,"Apt = clean.  Now, coffee and Barbri!",1,1,1,1,1
514,"Q: Will *PROPNAME* be going to Miami to watch the saints win the superbowl?  A: No, No she will not, she will be parked in her room studying for the bar exam...who's idea was it to move the test up two weeks?  hmmm....hmmmm... fml :(",1,1,1,1,1
